"Original XML Dita File","UUID"
"offer-management-master/src-migrate/home.xml","c4c3b2fd-ca5c-4e2a-a14a-a6c5d252c4f6"
"offer-management-master/src-migrate/getting-started.xml","28d83606-ee36-4bbf-b52d-bbe8b097f6d5"
"offer-management-master/src-migrate/offer-management-workflow.xml","c95ec474-88de-4e6e-92bf-f49f3a7b32c5"
"offer-management-master/src-migrate/offers.xml","83e1d4cd-c5fa-4df0-9603-2914eb4648f8"
"offer-management-master/src-migrate/labels.xml","d6226d7e-337f-4706-bc38-9002821987db"
"offer-management-master/src-migrate/placements.xml","ccb27d0f-38e5-48d4-8646-99d45982319a"
"offer-management-master/src-migrate/campaign.xml","ceeec50c-6441-4ced-915b-c73f349f7a21"
